,Word,ExpectedEntropy,IsFeasible
691,vapor,0.2857142857142857,1
648,valor,0.7871107149038481,1
1176,mayor,1.0728250006181337,1
207,favor,1.072825000618134,1
8975,payor,1.3585392863324195,1
20,major,2.0,1
1854,macro,2.2857142857142856,1
1281,comfy,0.2857142857142857,0
1635,pivot,0.2857142857142857,0
1755,viper,0.2857142857142857,0
8960,paver,0.2857142857142857,0
9490,pulmo,0.2857142857142857,0
12172,vaper,0.2857142857142857,0
699,venom,0.5714285714285714,0
1245,savoy,0.5714285714285714,0
1351,envoy,0.5714285714285714,0
1448,mover,0.5714285714285714,0
1754,covey,0.5714285714285714,0
1964,jumpy,0.5714285714285714,0
3688,calmy,0.5714285714285714,0
3702,campy,0.5714285714285714,0
3958,civvy,0.5714285714285714,0
4024,clype,0.5714285714285714,0
4366,cymol,0.5714285714285714,0
6809,jimpy,0.5714285714285714,0
6820,jiver,0.5714285714285714,0
6822,jivey,0.5714285714285714,0
8311,mylar,0.5714285714285714,0
9235,plyer,0.5714285714285714,0
9535,pylon,0.5714285714285714,0
11327,syver,0.5714285714285714,0
12158,vairy,0.5714285714285714,0
12201,veery,0.5714285714285714,0
12228,verry,0.5714285714285714,0
12248,vichy,0.5714285714285714,0
12326,vomer,0.5714285714285714,0
12337,vroom,0.5714285714285714,0
404,liver,0.7871107149038481,0
578,lover,0.7871107149038481,0
888,civil,0.7871107149038481,0
896,vocal,0.7871107149038481,0
965,cavil,0.7871107149038481,0
2148,lever,0.7871107149038481,0
2582,alvar,0.7871107149038481,0
3776,cavel,0.7871107149038481,0
5021,elver,0.7871107149038481,0
7346,laver,0.7871107149038481,0
7348,lavra,0.7871107149038481,0
7542,livor,0.7871107149038481,0
7543,livre,0.7871107149038481,0
12211,velar,0.7871107149038481,0
12257,viler,0.7871107149038481,0
12315,volar,0.7871107149038481,0
12345,vulgo,0.7871107149038481,0
370,primo,0.8571428571428571,0
633,filmy,0.8571428571428571,0
684,lymph,0.8571428571428571,0
790,flyer,0.8571428571428571,0
795,amply,0.8571428571428571,0
961,imply,0.8571428571428571,0
1652,lumpy,0.8571428571428571,0
1817,clamp,0.8571428571428571,0
2259,clump,0.8571428571428571,0
4006,clomp,0.8571428571428571,0
5409,flamy,0.8571428571428571,0
5413,flary,0.8571428571428571,0
5451,flory,0.8571428571428571,0
5467,flype,0.8571428571428571,0
6637,impot,0.8571428571428571,0
6638,impro,0.8571428571428571,0
8165,moper,0.8571428571428571,0
8880,palmy,0.8571428571428571,0
8936,parvo,0.8571428571428571,0
9062,pervo,0.8571428571428571,0
9081,pharm,0.8571428571428571,0
9232,plumy,0.8571428571428571,0
9278,pomos,0.8571428571428571,0
9423,promo,0.8571428571428571,0
12165,vampy,0.8571428571428571,0
27,marry,1.0728250006181337,0
120,pilot,1.0728250006181337,0
185,pluck,1.0728250006181337,0
718,plier,1.0728250006181337,0
744,place,1.0728250006181337,0
785,paler,1.0728250006181337,0
1020,pearl,1.0728250006181337,0
1357,mucky,1.0728250006181337,0
1570,polar,1.0728250006181337,0
1813,leper,1.0728250006181337,0
1842,proof,1.0728250006181337,0
1864,myrrh,1.0728250006181337,0
1951,merry,1.0728250006181337,0
2294,mercy,1.0728250006181337,0
2591,ambry,1.0728250006181337,0
2870,awmry,1.0728250006181337,0
3723,caple,1.0728250006181337,0
3728,capul,1.0728250006181337,0
3928,chyme,1.0728250006181337,0
4093,comby,1.0728250006181337,0
4099,commy,1.0728250006181337,0
4134,coomy,1.0728250006181337,0
4141,copal,1.0728250006181337,0
4313,cupel,1.0728250006181337,0
4362,cymae,1.0728250006181337,0
4363,cymar,1.0728250006181337,0
4364,cymas,1.0728250006181337,0
4365,cymes,1.0728250006181337,0
5033,emery,1.0728250006181337,0
6738,jammy,1.0728250006181337,0
6781,jemmy,1.0728250006181337,0
6808,jimmy,1.0728250006181337,0
6878,jumby,1.0728250006181337,0
7422,lepra,1.0728250006181337,0
7522,lipos,1.0728250006181337,0
7607,loper,1.0728250006181337,0
7891,mayos,1.0728250006181337,0
7996,micky,1.0728250006181337,0
8038,mincy,1.0728250006181337,0
8094,mochy,1.0728250006181337,0
8161,moory,1.0728250006181337,0
8280,murry,1.0728250006181337,0
8323,myxos,1.0728250006181337,0
8902,paolo,1.0728250006181337,0
8929,parol,1.0728250006181337,0
9024,pelon,1.0728250006181337,0
9089,phlox,1.0728250006181337,0
9101,pical,1.0728250006181337,0
9107,picul,1.0728250006181337,0
9127,pilao,1.0728250006181337,0
9128,pilar,1.0728250006181337,0
9131,pilch,1.0728250006181337,0
9135,piler,1.0728250006181337,0
9139,pilow,1.0728250006181337,0
9192,plack,1.0728250006181337,0
9208,pleon,1.0728250006181337,0
9211,plica,1.0728250006181337,0
9220,plook,1.0728250006181337,0
9233,pluot,1.0728250006181337,0
9234,pluto,1.0728250006181337,0
9263,poler,1.0728250006181337,0
9266,polio,1.0728250006181337,0
9272,polos,1.0728250006181337,0
9478,pulao,1.0728250006181337,0
9481,puler,1.0728250006181337,0
11313,symar,1.0728250006181337,0
12862,yummo,1.0728250006181337,0
12971,zymic,1.0728250006181337,0
96,civic,1.072825000618134,0
348,vouch,1.072825000618134,0
390,sever,1.072825000618134,0
397,voice,1.072825000618134,0
498,vigor,1.072825000618134,0
594,covet,1.072825000618134,0
854,river,1.072825000618134,0
868,rover,1.072825000618134,0
891,cover,1.072825000618134,0
905,diver,1.072825000618134,0
1304,havoc,1.072825000618134,0
1311,giver,1.072825000618134,0
1354,never,1.072825000618134,0
1390,hover,1.072825000618134,0
1763,voter,1.072825000618134,0
1797,vicar,1.072825000618134,0
1816,savor,1.072825000618134,0
1869,fever,1.072825000618134,0
1870,waver,1.072825000618134,0
1909,video,1.072825000618134,0
1936,coven,1.072825000618134,0
2201,verso,1.072825000618134,0
2230,visor,1.072825000618134,0
2503,aiver,1.072825000618134,0
2775,arvos,1.072825000618134,0
3147,bever,1.072825000618134,0
3148,bevor,1.072825000618134,0
3774,cavas,1.072825000618134,0
3775,caved,1.072825000618134,0
3777,caver,1.072825000618134,0
3778,caves,1.072825000618134,0
3779,cavie,1.072825000618134,0
3955,cives,1.072825000618134,0
3956,civet,1.072825000618134,0
3957,civie,1.072825000618134,0
4193,coved,1.072825000618134,0
4194,coves,1.072825000618134,0
4195,covin,1.072825000618134,0
4352,cuvee,1.072825000618134,0
4556,devon,1.072825000618134,0
4557,devos,1.072825000618134,0
4558,devot,1.072825000618134,0
4653,divos,1.072825000618134,0
4654,divot,1.072825000618134,0
4777,dover,1.072825000618134,0
5074,envoi,1.072825000618134,0
5252,faver,1.072825000618134,0
5397,fiver,1.072825000618134,0
5731,gavot,1.072825000618134,0
6266,haver,1.072825000618134,0
6398,hiver,1.072825000618134,0
6680,invar,1.072825000618134,0
8391,navar,1.072825000618134,0
9707,raver,1.072825000618134,0
10256,saver,1.072825000618134,0
10633,siver,1.072825000618134,0
11451,taver,1.072825000618134,0
12150,vacua,1.072825000618134,0
12156,vaire,1.072825000618134,0
12157,vairs,1.072825000618134,0
12177,varec,1.072825000618134,0
12188,vatic,1.072825000618134,0
12190,vauch,1.072825000618134,0
12200,veers,1.072825000618134,0
12205,vegos,1.072825000618134,0
12227,verra,1.072825000618134,0
12235,vetch,1.072825000618134,0
12237,vexer,1.072825000618134,0
12240,vezir,1.072825000618134,0
12246,viced,1.072825000618134,0
12247,vices,1.072825000618134,0
12249,viers,1.072825000618134,0
12263,vinca,1.072825000618134,0
12265,viner,1.072825000618134,0
12268,vinic,1.072825000618134,0
12269,vinos,1.072825000618134,0
12274,vireo,1.072825000618134,0
12286,vison,1.072825000618134,0
12287,visto,1.072825000618134,0
12291,vitro,1.072825000618134,0
12296,viver,1.072825000618134,0
12298,vizir,1.072825000618134,0
12299,vizor,1.072825000618134,0
12303,voars,1.072825000618134,0
12304,vocab,1.072825000618134,0
12305,voces,1.072825000618134,0
12307,vodou,1.072825000618134,0
12332,vower,1.072825000618134,0
12335,vraic,1.072825000618134,0
12605,wiver,1.072825000618134,0
1095,vinyl,1.1428571428571428,0
1819,foamy,1.1428571428571428,0
5295,femmy,1.1428571428571428,0
6732,jalop,1.1428571428571428,0
7349,lavvy,1.1428571428571428,0
7649,lovey,1.1428571428571428,0
7713,luvvy,1.1428571428571428,0
8005,miffy,1.1428571428571428,0
8006,mifty,1.1428571428571428,0
12197,vealy,1.1428571428571428,0
12208,veily,1.1428571428571428,0
59,ivory,1.3585392863324195,0
81,parry,1.3585392863324195,0
103,spicy,1.3585392863324195,0
114,hyper,1.3585392863324195,0
189,picky,1.3585392863324195,0
191,ferry,1.3585392863324195,0
310,foyer,1.3585392863324195,0
365,payer,1.3585392863324195,0
500,enjoy,1.3585392863324195,0
631,fairy,1.3585392863324195,0
754,juicy,1.3585392863324195,0
797,ovary,1.3585392863324195,0
957,furry,1.3585392863324195,0
1002,every,1.3585392863324195,0
1018,fancy,1.3585392863324195,0
1107,clove,1.3585392863324195,0
1328,crypt,1.3585392863324195,0
1359,fiery,1.3585392863324195,0
2012,salvo,1.3585392863324195,0
2052,curvy,1.3585392863324195,0
2212,femur,1.3585392863324195,0
2677,apery,1.3585392863324195,0
3692,calve,1.3585392863324195,0
3756,carvy,1.3585392863324195,0
3861,chevy,1.3585392863324195,0
3893,chivy,1.3585392863324195,0
3975,clave,1.3585392863324195,0
3976,clavi,1.3585392863324195,0
3988,cleve,1.3585392863324195,0
4142,copay,1.3585392863324195,0
4147,coppy,1.3585392863324195,0
4149,copsy,1.3585392863324195,0
4211,coypu,1.3585392863324195,0
4228,crapy,1.3585392863324195,0
4238,crepy,1.3585392863324195,0
4316,cuppy,1.3585392863324195,0
4340,cuspy,1.3585392863324195,0
5190,faery,1.3585392863324195,0
5224,farcy,1.3585392863324195,0
5260,fayer,1.3585392863324195,0
5262,fayre,1.3585392863324195,0
5327,feyer,1.3585392863324195,0
5386,firry,1.3585392863324195,0
5571,frory,1.3585392863324195,0
5579,fryer,1.3585392863324195,0
5601,fumer,1.3585392863324195,0
5632,fyces,1.3585392863324195,0
5670,galvo,1.3585392863324195,0
6149,gypos,1.3585392863324195,0
6150,gyppo,1.3585392863324195,0
6577,hypos,1.3585392863324195,0
6716,jacky,1.3585392863324195,0
6746,japer,1.3585392863324195,0
6786,jerry,1.3585392863324195,0
6828,jocky,1.3585392863324195,0
6884,jupon,1.3585392863324195,0
7266,laevo,1.3585392863324195,0
7757,mafic,1.3585392863324195,0
8102,mofos,1.3585392863324195,0
8811,ovolo,1.3585392863324195,0
8840,pacey,1.3585392863324195,0
8995,pecky,1.3585392863324195,0
9003,peeoy,1.3585392863324195,0
9007,peery,1.3585392863324195,0
9057,perry,1.3585392863324195,0
9103,piccy,1.3585392863324195,0
9239,poboy,1.3585392863324195,0
9241,pocky,1.3585392863324195,0
9281,poncy,1.3585392863324195,0
9364,poyou,1.3585392863324195,0
9398,pricy,1.3585392863324195,0
9438,pryer,1.3585392863324195,0
9447,psych,1.3585392863324195,0
9448,psyop,1.3585392863324195,0
9544,pyric,1.3585392863324195,0
9545,pyros,1.3585392863324195,0
9792,refry,1.3585392863324195,0
10128,ryper,1.3585392863324195,0
10420,sepoy,1.3585392863324195,0
10962,spacy,1.3585392863324195,0
11026,spiry,1.3585392863324195,0
11061,spyre,1.3585392863324195,0
11325,sysop,1.3585392863324195,0
11529,tepoy,1.3585392863324195,0
11984,typic,1.3585392863324195,0
11985,typos,1.3585392863324195,0
11987,typto,1.3585392863324195,0
12097,updry,1.3585392863324195,0
12716,yapok,1.3585392863324195,0
12717,yapon,1.3585392863324195,0
12782,yfere,1.3585392863324195,0
12865,yupon,1.3585392863324195,0
182,champ,1.4285714285714286,0
218,crimp,1.4285714285714286,0
284,nymph,1.4285714285714286,0
423,cramp,1.4285714285714286,0
729,savvy,1.4285714285714286,0
734,chump,1.4285714285714286,0
778,moldy,1.4285714285714286,0
784,dumpy,1.4285714285714286,0
855,privy,1.4285714285714286,0
967,crump,1.4285714285714286,0
1010,dimly,1.4285714285714286,0
1019,slimy,1.4285714285714286,0
1239,tempo,1.4285714285714286,0
1379,empty,1.4285714285714286,0
1453,vying,1.4285714285714286,0
1596,balmy,1.4285714285714286,0
1605,wimpy,1.4285714285714286,0
1695,sperm,1.4285714285714286,0
1947,mealy,1.4285714285714286,0
2058,milky,1.4285714285714286,0
2132,pygmy,1.4285714285714286,0
2175,madly,1.4285714285714286,0
2275,loamy,1.4285714285714286,0
2276,scamp,1.4285714285714286,0
2278,manly,1.4285714285714286,0
2627,amyls,1.4285714285714286,0
3150,bevvy,1.4285714285714286,0
3240,bivvy,1.4285714285714286,0
3273,blimy,1.4285714285714286,0
3574,bumpy,1.4285714285714286,0
3699,campi,1.4285714285714286,0
3700,campo,1.4285714285714286,0
3701,camps,1.4285714285714286,0
3876,chimp,1.4285714285714286,0
3905,chomp,1.4285714285714286,0
4100,compo,1.4285714285714286,0
4101,comps,1.4285714285714286,0
4102,compt,1.4285714285714286,0
4400,dampy,1.4285714285714286,0
4655,divvy,1.4285714285714286,0
5826,gimpy,1.4285714285714286,0
6143,gymps,1.4285714285714286,0
6159,gyved,1.4285714285714286,0
6160,gyves,1.4285714285714286,0
6322,hempy,1.4285714285714286,0
6545,humpy,1.4285714285714286,0
7007,kempy,1.4285714285714286,0
7291,lamby,1.4285714285714286,0
7296,lammy,1.4285714285714286,0
7488,limby,1.4285714285714286,0
7492,limey,1.4285714285714286,0
7685,lummy,1.4285714285714286,0
7718,lyams,1.4285714285714286,0
7725,lymes,1.4285714285714286,0
7791,malmy,1.4285714285714286,0
7793,malty,1.4285714285714286,0
7837,marly,1.4285714285714286,0
7929,melty,1.4285714285714286,0
8028,milty,1.4285714285714286,0
